Word,IPA Pronunciation,Cambridge Pronunciation Number
shriveled,ʃɹɪvəld,1
shroud,ʃɹaʊd,1
shrub,ʃɹʌb,1
shrubbery,ʃɹʌbɚi,1
shrug,ʃɹʌɡ,1
shrunk,ʃɹʌŋk,1
shrunken,ʃɹʌŋkən,1
shtick,ʃtɪk,1
shuck,ʃʌk,1
shucks,ʃʌks,1
shudder,ʃʌdɚ,1
shuffle,ʃʌfəl,1
shun,ʃʌn,1
shunt,ʃʌnt,1
shut,ʃʌt,1
shutdown,ʃʌtdaʊn,1
shutout,ʃʌtaʊt,1
shutter,ʃʌtɚ,1
shuttered,ʃʌtɚd,1
shuttle,ʃʌtəl,1
shy,ʃaɪ,1
shyly,ʃaɪli,1
shyness,ʃaɪnəs,1
shyster,ʃaɪstɚ,1
si,si,1
sibling,sɪblɪŋ,1
sibyl,sɪbəl,1
sic,sɪk,1
sick,sɪk,1
sicken,sɪkən,1
sickening,sɪkənɪŋ,1
sickle,sɪkəl,1
sickly,sɪkli,1
sickness,sɪknəs,1
side,saɪd,1
sidearm,saɪdɑɹm,1
sidebar,saɪdbɑɹ,1
sidekick,saɪdkɪk,1
sideline,saɪdlaɪn,1
sideman,saɪdmæn,1
sideshow,saɪdʃoʊ,1
sidestep,saɪdstɛp,1
sidetrack,saɪdtɹæk,1
sidewalk,,0
sideways,saɪdweɪz,1
siding,saɪdɪŋ,1
sidle,saɪdəl,1
siege,sidʒ,1
sienna,siɛnə,1
sierra,siɛɹə,1
sieve,sɪv,1
sift,sɪft,1
sigh,saɪ,1
sight,saɪt,1
sighted,,0
sighting,saɪtɪŋ,1
sightsee,saɪtsi,1
sightseeing,saɪtsiɪŋ,1
sightseer,saɪtsiɚ,1
sigma,sɪɡmə,1
sigmoid,sɪɡmɔɪd,1
sign,saɪn,1
signage,saɪnɪdʒ,1
signal,sɪɡnəl,1
signatory,sɪɡnətɔɹi,1
signature,sɪɡnətʃɚ,1
signer,saɪnɚ,1
significance,,0
significant,,0
significantly,sɪɡnɪfɪkəntli,3
signify,sɪɡnəfaɪ,1
signing,saɪnɪŋ,1
signpost,saɪnpoʊst,1
silence,saɪləns,1
silencer,saɪlənsɚ,1
silent,saɪlənt,1
silently,saɪləntli,1
silhouette,sɪləwɛt,1
silhouetted,,0
silica,,0
silicate,sɪləkət,1
silicon,sɪləkən,1
silicone,sɪləkoʊn,1
silk,sɪlk,1
silken,sɪlkən,1
silkworm,sɪlkwɝm,1
silky,sɪlki,1
silliness,sɪlinəs,1
silly,sɪli,1
silo,saɪloʊ,1
silt,sɪlt,1
silver,sɪlvɚ,1
silverware,,0
silvery,sɪlvɚi,1
sim,sɪm,1
simian,sɪmiən,1
similar,sɪməlɚ,1
similarity,sɪməlɛɹəti,1
similarly,sɪməlɚli,1
simmer,sɪmɚ,1
simmering,,0
simper,sɪmpɚ,1
simple,sɪmpəl,1
simplicity,sɪmplɪsəti,1
simplification,,0
simplify,sɪmpləfaɪ,1
simplistic,sɪmplɪstɪk,1
simply,sɪmpli,1
simulate,,0
simulated,sɪmjəleɪtɪd,1
simulation,sɪmjəleɪʃən,1
simulator,sɪmjəleɪtɚ,1
simultaneous,saɪməlteɪniəs,1
simultaneously,saɪməlteɪniəsli,1
sin,sɪn,1
since,sɪns,1
sincere,sɪnsɪɹ,1
sincerely,sɪnsɪɹli,1
sincerity,sɪnsɛɹəti,1
sine,saɪn,1
sinewy,sɪnjui,1
sinful,sɪnfəl,1
sing,sɪŋ,1
singe,sɪndʒ,1
singer,sɪŋɚ,1
singing,sɪŋɪŋ,1
single,sɪŋɡəl,1
singles,sɪŋɡəlz,1
singleton,sɪŋɡəltən,1
singly,sɪŋɡli,1
singular,sɪŋɡjəlɚ,1
singularly,sɪŋɡjəlɚli,1
sinister,,0
sink,sɪŋk,1
sinker,sɪŋkɚ,1
sinkhole,sɪŋkhoʊl,1
sinking,sɪŋkɪŋ,1
sinner,sɪnɚ,1
sinus,saɪnəs,1
sip,sɪp,1
siphon,saɪfən,1
sir,sɝ,1
sire,,0
siren,saɪɹən,1
sis,sɪs,1
sissy,sɪsi,1
sister,sɪstɚ,1
sisterhood,sɪstɚhʊd,1
sit,sɪt,1
sitar,sɪtɑɹ,1
sitcom,sɪtkɑm,1
site,saɪt,1
sitter,sɪtɚ,1
sitting,sɪtɪŋ,1
situate,sɪtʃueɪt,1
situated,sɪtʃueɪtɪd,1
situation,sɪtʃueɪʃən,1
situational,sɪtʃueɪʃənəl,1
six,sɪks,1
sixteen,sɪkstin,1
sixteenth,sɪkstinθ,1
sixth,sɪksθ,1
sixties,sɪkstiz,1
sixtieth,,0
sixty,sɪksti,1
sizable,saɪzəbəl,1
size,saɪz,1
sizeable,saɪzəbəl,1
sizzle,sɪzəl,1
sizzler,sɪzlɚ,1
sizzling,sɪzəlɪŋ,1
skate,skeɪt,1
skateboard,skeɪtbɔɹd,1
skateboarding,skeɪtbɔɹdɪŋ,1
skater,skeɪtɚ,1
skating,skeɪtɪŋ,1
skein,skeɪn,1
skeletal,skɛlətəl,1
skeleton,skɛlətən,1
skeptic,skɛptɪk,1
skeptical,,0
skeptically,skɛptɪkəli,1
skepticism,,0
sketch,skɛtʃ,1
sketchy,skɛtʃi,1
skew,skju,1
skewed,skjud,1
skewer,skjuɚ,1
ski,ski,1
skid,skɪd,1
skier,,0
skiff,skɪf,1
skiing,skiɪŋ,1
skill,skɪl,1
skilled,skɪld,1
skillet,,0
skillful,skɪlfəl,1
skillfully,skɪlfəli,1
skim,skɪm,1
skimmer,skɪmɚ,1
skimp,skɪmp,1
skimpy,skɪmpi,1
skin,skɪn,1
skinflint,skɪnflɪnt,1
skinhead,skɪnhɛd,1
skinless,skɪnləs,1
skinny,skɪni,1
skip,skɪp,1
skipper,skɪpɚ,1
skirmish,skɝmɪʃ,1
skirt,skɝt,1
skit,skɪt,1
skittish,skɪtɪʃ,1
skittle,skɪtəl,1
skulduggery,,0
skulk,skʌlk,1
skull,skʌl,1
skullcap,skʌlkæp,1
skunk,skʌŋk,1
sky,skaɪ,1
skycap,skaɪkæp,1
skydiving,skaɪdaɪvɪŋ,1
skylark,skaɪlɑɹk,1
skylight,skaɪlaɪt,1
skyline,skaɪlaɪn,1
skyrocket,,0
skyscraper,skaɪskɹeɪpɚ,1
skyward,skaɪwɚd,1
slab,slæb,1
slack,slæk,1
slacken,slækən,1
slacker,slækɚ,1
slackness,slæknəs,1
slacks,slæks,1
slag,slæɡ,1
slain,sleɪn,1
slalom,slɑləm,1
slam,slæm,1
slammer,slæmɚ,1
slander,slændɚ,1
slanderer,slændɚɚ,1
slanderous,slændɚəs,1
slang,slæŋ,1
slant,slænt,1
slanted,,0
slanting,slæntɪŋ,1
slap,slæp,1
slapdash,slæpdæʃ,1
slaphappy,slæphæpi,1
slapstick,slæpstɪk,1
slash,slæʃ,1
slasher,slæʃɚ,1
slat,slæt,1
slate,sleɪt,1
slather,slæðɚ,1
slaughter,,0
slaughterhouse,,0
slave,sleɪv,1
slavery,,0
slavish,sleɪvɪʃ,1
slavishly,,0
slaw,slɔ,2
slay,sleɪ,1
slayer,sleɪɚ,1
slaying,sleɪɪŋ,1
sleaze,sliz,1
sleazy,slizi,1
sled,slɛd,1
sledge,slɛdʒ,1
sledgehammer,slɛdʒhæmɚ,1
sleek,slik,1
sleep,slip,1
sleeper,slipɚ,1
sleepily,slipəli,1
sleepiness,slipinəs,1
sleeping,slipɪŋ,1
sleepless,slipləs,1
sleepover,slipoʊvɚ,1
sleepwalk,,0
sleepwalker,,0
sleepwalking,slipwɔkɪŋ,2
sleepwear,slipwɛɹ,1
sleepy,slipi,1
sleet,slit,1
sleeve,sliv,1
sleeveless,,0
sleigh,sleɪ,1
slender,slɛndɚ,1
slept,slɛpt,1
sleuth,sluθ,1
sleuthing,sluθɪŋ,1
slew,slu,1
slice,slaɪs,1
sliced,slaɪst,1
slicer,slaɪsɚ,1
slick,slɪk,1
slicker,slɪkɚ,1
slide,slaɪd,1
slider,slaɪdɚ,1
slight,slaɪt,1
slightly,slaɪtli,1
slim,slɪm,1
slime,slaɪm,1
slimmer,slɪmɚ,1
slimming,slɪmɪŋ,1
slimy,slaɪmi,1
sling,slɪŋ,1
slingshot,slɪŋʃɑt,1
slinky,slɪŋki,1
slip,slɪp,1
slippage,slɪpɪdʒ,1
slipper,slɪpɚ,1
slippery,slɪpɚi,1
slipshod,slɪpʃɑd,1
slit,slɪt,1
slither,slɪðɚ,1
sliver,slɪvɚ,1
slob,slɑb,1
slobber,slɑbɚ,1
sloe,sloʊ,1
slog,slɑɡ,1
slogan,sloʊɡən,1
sloop,slup,1
slop,slɑp,1
slope,sloʊp,1
sloping,sloʊpɪŋ,1
sloppily,slɑpəli,1
sloppiness,slɑpinəs,1
sloppy,slɑpi,1
slosh,slɑʃ,1
slot,slɑt,1
sloth,sloʊθ,4
slotted,slɑtɪd,1
slouch,slaʊtʃ,1
slough,slʌf,1
slovenly,slʌvənli,1
slow,sloʊ,1
slowdown,sloʊdaʊn,1
slowly,sloʊli,1
slowness,sloʊnəs,1
slowpoke,sloʊpoʊk,1
sludge,slʌdʒ,1
slug,slʌɡ,1
slugfest,slʌɡfɛst,1
slugger,slʌɡɚ,1
sluggish,slʌɡɪʃ,1
sluice,slus,1
slum,slʌm,1
slumber,slʌmbɚ,1
slump,slʌmp,1
slumped,slʌmpt,1
slung,slʌŋ,1
slur,slɝ,1
slurp,slɝp,1
slurry,slɝi,1
slush,slʌʃ,1
slut,slʌt,1
sly,slaɪ,1
slyly,slaɪli,1
smack,smæk,1
small,smɔl,7
smallish,,0
smallness,,0
smallpox,smɔlpɑks,2
smarmy,smɑɹmi,1
smart,smɑɹt,1
smartly,smɑɹtli,1
smartness,,0
smarts,smɑɹts,1
smash,smæʃ,1
smashed,smæʃt,1
smasher,smæʃɚ,1
smashing,smæʃɪŋ,1
smattering,smætɚɪŋ,1
smear,smɪɹ,1
smell,smɛl,1
smelly,smɛli,1
smelt,smɛlt,1
smelter,smɛltɚ,1
smelting,smɛltɪŋ,1
smidgen,smɪdʒən,2
smile,smaɪl,1
smiley,smaɪli,1
smiling,smaɪlɪŋ,1
smilingly,smaɪlɪŋli,1
smirk,smɝk,1
smith,smɪθ,1
smithereens,,0
smitten,smɪtən,1
smock,smɑk,1
smog,smɑɡ,1
smoggy,,0
smoke,smoʊk,1
smoked,smoʊkt,1
smokeless,smoʊkləs,1
smoker,smoʊkɚ,1
smokescreen,smoʊkskɹin,1
smokestack,smoʊkstæk,1
smoking,smoʊkɪŋ,1
smoky,smoʊki,1
smooch,smutʃ,1
smooth,smuð,1
smoothly,smuðli,1
smoothness,smuðnəs,1
smorgasbord,smɔɹɡəsbɔɹd,1
smother,smʌðɚ,1
smudge,smʌdʒ,1
smudged,smʌdʒd,1
smug,smʌɡ,1
smuggle,smʌɡəl,1
smuggler,smʌɡlɚ,1
smuggling,smʌɡlɪŋ,1
smugly,smʌɡli,1
smugness,smʌɡnəs,1
smut,smʌt,1
smutty,smʌti,1
snack,snæk,1
snafu,snæfu,1
snag,snæɡ,1
snail,sneɪl,1
snake,sneɪk,1
snap,snæp,1
snapdragon,snæpdɹæɡən,1
snapper,snæpɚ,1
snappy,snæpi,1
snapshot,snæpʃɑt,1
snare,snɛɹ,1
snarl,snɑɹl,1
snarled,,0
snatch,snætʃ,1
snatched,snætʃt,1
snatcher,snætʃɚ,1
snazzy,snæzi,1
sneak,snik,1
sneaker,snikɚ,1
sneaking,snikɪŋ,1
sneaky,sniki,1
sneer,snɪɹ,1
sneering,snɪɹɪŋ,1
sneeze,sniz,1
snicker,snɪkɚ,1
snide,snaɪd,1
sniff,snɪf,1
sniffer,snɪfɚ,1
sniffle,snɪfəl,1
sniffy,snɪfi,1
snifter,snɪftɚ,1
snip,snɪp,1
snipe,snaɪp,1
sniper,snaɪpɚ,1
sniping,snaɪpɪŋ,1
snippet,,0
snitch,snɪtʃ,1
snob,snɑb,1
snobbery,snɑbɚi,1
snobbish,snɑbɪʃ,1
snobby,snɑbi,1
snooker,,0
snoop,snup,1
snoopy,snupi,1
snooty,snuti,1
snooze,snuz,1
snoozing,snuzɪŋ,1
snore,snɔɹ,1
snorer,snɔɹɚ,1
snoring,snɔɹɪŋ,1
snorkel,snɔɹkəl,1
snorkeling,snɔɹkəlɪŋ,1
snort,snɔɹt,1
snot,,0
snotty,,0
snout,snaʊt,1
snow,snoʊ,1
snowball,snoʊbɔl,2
snowbird,snoʊbɝd,1
snowboard,snoʊbɔɹd,1
snowboarder,snoʊbɔɹdɚ,1
snowbound,snoʊbaʊnd,1
snowfall,snoʊfɑl,1
snowflake,snoʊfleɪk,1
snowman,snoʊmæn,1
snowmobile,snoʊmoʊbil,2
snowplow,snoʊplaʊ,1
snowshoe,snoʊʃu,1
snowstorm,snoʊstɔɹm,1
snowy,snoʊi,1
snub,snʌb,1
snuck,snʌk,1
snuff,snʌf,1
snug,snʌɡ,1
snuggle,snʌɡəl,1
snugly,snʌɡli,1
so,soʊ,1
soak,soʊk,1
soaked,soʊkt,1
soaking,soʊkɪŋ,1
soap,soʊp,1
soapbox,soʊpbɑks,1
soapy,soʊpi,1
soar,sɔɹ,1
soaring,sɔɹɪŋ,1
sob,sɑb,1
sober,soʊbɚ,1
sobering,soʊbɚɪŋ,1
soberly,soʊbɚli,1
sobriety,,0
sobriquet,soʊbɹəkeɪ,1
soccer,sɑkɚ,1
sociable,soʊʃəbəl,1
social,soʊʃəl,1
socialism,soʊʃəlɪzəm,1
socialist,soʊʃəlɪst,1
socialite,soʊʃəlaɪt,1
socialization,,0
socialize,soʊʃəlaɪz,1
socialized,,0
socializing,soʊʃəlaɪzɪŋ,1
socially,soʊʃəli,1
societal,,0
society,,0
socioeconomic,soʊsioʊɛkənɑmɪk,2
sociological,soʊsiəlɑdʒɪkəl,1
sociologist,soʊsiɑlədʒɪst,1
sociology,soʊsiɑlədʒi,1
sociopath,,0
sock,sɑk,1
socket,,0
sod,sɑd,1
soda,soʊdə,1
sodden,sɑdən,1
sodium,soʊdiəm,1
sodomize,,0
sodomy,sɑdəmi,1
sofa,soʊfə,1
soft,sɑft,1
softball,sɔftbɔl,3
soften,sɑfən,1
softener,,0
softly,sɔftli,2
softness,sɔftnəs,7
software,,0
softwood,,0
soggy,sɑɡi,1
soil,sɔɪl,1
soiled,sɔɪld,1
sojourn,soʊdʒɝn,1
sol,sɑl,1
solace,sɑləs,2
solar,soʊlɚ,1
sold,soʊld,1
solder,sɑdɚ,1
soldier,soʊldʒɚ,1
soldiering,soʊldʒɚɪŋ,1
sole,soʊl,1
solely,,0
solemn,sɑləm,1
solemnity,səlɛmnəti,1
solemnly,,0
solicit,səlɪsɪt,1
solicitation,səlɪsɪteɪʃən,3
soliciting,,0
solicitor,səlɪsətɚ,1
solicitous,,0
solicitude,səlɪsɪtud,1
solid,,0
solidarity,,0
solidify,səlɪdəfaɪ,1
solidity,səlɪdəti,1
solidly,,0
soliloquy,səlɪləkwi,1
solitaire,sɑlətɛɹ,1
solitary,sɑlətɛɹi,1
solitude,sɑlətud,1
solo,soʊloʊ,1
soloist,,0
solstice,,0
soluble,sɑljəbəl,1
solution,səluʃən,1
solvable,sɑlvəbəl,1
solve,sɑlv,1
solvency,,0
solvent,sɑlvənt,1
soma,soʊmə,1
somber,sɑmbɚ,1
sombrero,sɑmbɹɛɹoʊ,1
some,sʌm,2
somebody,sʌmbɑdi,1
someday,sʌmdeɪ,1
somehow,sʌmhaʊ,1
someone,,0
someplace,sʌmpleɪs,1
somersault,,0
something,sʌmθɪŋ,1
sometime,sʌmtaɪm,1
sometimes,,0
somewhat,,0
somewhere,sʌmwɛɹ,1
somnolent,sɑmnələnt,1
son,sʌn,1
sonar,soʊnɑɹ,1
sonata,sənɑtə,1
song,sɔŋ,4
songbird,,0
songbook,,0
songwriter,,0
songwriting,,0
sonic,sɑnɪk,1
sonnet,sɑnɪt,1
sonny,sʌni,1
sonogram,,0
sonorous,sɑnɚəs,1
soon,sun,1
soot,sʊt,1
soothe,suð,1
soothing,suðɪŋ,1
soothingly,suðɪŋli,1
soothsayer,suθseɪɚ,1
sooty,,0
sop,sɑp,1
sophisticate,,0
sophisticated,səfɪstəkeɪtɪd,1
sophistication,səfɪstəkeɪʃən,1
sophomore,,0
sophomoric,,0
sopping,sɑpɪŋ,1
soprano,,0
sorbet,sɔɹbeɪ,1
sorcerer,sɔɹsɚɚ,1
sorcery,sɔɹsɚi,1
sordid,sɔɹdəd,3
sore,sɔɹ,1
sorely,sɔɹli,1
sorghum,sɔɹɡəm,1
sorority,,0
sorrel,sɔɹəl,1
sorrow,sɑɹoʊ,2
sorrowful,,0
sorry,sɑɹi,3
sort,sɔɹt,1
sorted,sɔɹtɪd,1
sortie,sɔɹti,1
sot,,0
sought,sɔt,2
souk,suk,1
soul,soʊl,1
soulful,soʊlfəl,1
soulless,soʊlləs,1
sound,saʊnd,1
soundings,saʊndɪŋz,1
soundly,saʊndli,1
soundness,saʊndnəs,1
soundtrack,saʊndtɹæk,1
soup,sup,1
soupy,supi,1
sour,,0
source,sɔɹs,1
sousaphone,suzəfoʊn,1
south,saʊθ,1
southbound,saʊθbaʊnd,1
southeast,saʊθist,1
southeastern,saʊθistɚn,1
southerly,sʌðɚli,1
southern,sʌðɚn,1
southerner,sʌðɚnɚ,1
southernmost,sʌðɚnmoʊst,1
southward,saʊθwɚd,1
southwest,saʊθwɛst,1
southwestern,saʊθwɛstɚn,1
souvenir,suvənɪɹ,1
sovereign,sɑvɹən,1
sovereignty,sɑvɹənti,2
soviet,soʊviət,1
sow,,0
sower,soʊɚ,1
sox,sɑks,1
soy,sɔɪ,1
soya,sɔɪə,1
soybean,sɔɪbin,1
spa,spɑ,1
space,speɪs,1
spacecraft,speɪskɹæft,1
spacer,speɪsɚ,1
spaceship,speɪsʃɪp,1
spacesuit,,0
spacey,speɪsi,1
spacial,speɪʃəl,1
spacing,speɪsɪŋ,1
spacious,speɪʃəs,1
spackle,spækəl,1
spade,speɪd,1
spades,speɪdz,1
spadework,speɪdwɝk,1
spaghetti,spəɡɛti,1
spake,speɪk,1
spam,spæm,1
span,spæn,1
spandex,,0
spangle,spæŋɡəl,1
spangled,spæŋɡəld,1
spaniel,spænjəl,1
spank,spæŋk,1
spanking,spæŋkɪŋ,1
spanner,spænɚ,1
spar,spɑɹ,1
spare,spɛɹ,1
sparing,spɛɹɪŋ,1
sparingly,spɛɹɪŋli,1
spark,spɑɹk,1
sparkle,spɑɹkəl,1
sparkling,spɑɹklɪŋ,1
sparkly,,0
sparky,spɑɹki,1
sparrow,spɛɹoʊ,1
sparse,spɑɹs,1
sparsely,spɑɹsli,1
spartan,spɑɹtən,1
spasm,spæzəm,1
spasmodic,,0
spasmodically,,0
spastic,spæstɪk,1
spat,spæt,1
spate,speɪt,1
spatial,speɪʃəl,1
spatter,spætɚ,1
spattered,spætɚd,1
spatula,,0
spawn,spɑn,1
spay,speɪ,1
spayed,speɪd,1
speak,spik,1
speaker,spikɚ,1
speaking,spikɪŋ,1
spear,spɪɹ,1
spearhead,spɪɹhɛd,1
spec,spɛk,1
special,spɛʃəl,1
specialist,spɛʃəlɪst,1
speciality,,0
specialization,spɛʃələzeɪʃən,1
specialize,spɛʃəlaɪz,1
specialized,spɛʃəlaɪzd,1
specially,spɛʃəli,1
specialty,spɛʃəlti,1
species,spiʃiz,1
specific,spəsɪfɪk,1
specifically,,0
specification,,0
specificity,spɛsəfɪsəti,1
specifics,spɪsɪfɪks,2
specify,spɛsəfaɪ,1
specimen,spɛsəmən,3
specious,spiʃəs,1
speck,spɛk,1
speckled,spɛkəld,1
spectacle,spɛktəkəl,1
spectacles,spɛktəkəlz,1
spectacular,spɛktækjəlɚ,1
spectacularly,spɛktækjəlɚli,1
spectator,spɛkteɪtɚ,1
specter,spɛktɚ,1
spectral,spɛktɹəl,1
spectre,spɛktɚ,1
spectrometer,spɛktɹɑmətɚ,1
spectrometry,spɛktɹɑmətɹi,1
spectroscopy,spɛktɹɑskəpi,1
spectrum,spɛktɹəm,1
speculate,spɛkjəleɪt,1
speculation,spɛkjəleɪʃən,1
speculative,spɛkjələtɪv,1
speculator,spɛkjəleɪtɚ,1
sped,spɛd,1
speech,spitʃ,1
speechify,spitʃəfaɪ,1
speechless,spitʃləs,1
speechwriter,spitʃɹaɪtɚ,1
speed,spid,1
speedboat,spidboʊt,1
speedily,spidəli,1
speeding,spidɪŋ,1
speedometer,,0
speedway,spidweɪ,1
speedy,spidi,1
spell,spɛl,1
spellbinding,spɛlbaɪndɪŋ,1
spellbound,spɛlbaʊnd,1
speller,spɛlɚ,1
spelling,spɛlɪŋ,1
spelunking,spəlʌŋkɪŋ,1
spend,spɛnd,1
spender,spɛndɚ,1
spending,spɛndɪŋ,1
spendthrift,spɛndθɹɪft,1
spent,spɛnt,1
sperm,spɝm,1
spew,spju,1
sphere,sfɪɹ,1
spherical,,0
sphinx,sfɪŋks,1
spic,spɪk,1
spice,spaɪs,1
spicy,spaɪsi,1
spider,spaɪdɚ,1
spiel,spil,2
spiffy,spɪfi,1
spigot,spɪɡət,1
spike,spaɪk,1
spiked,spaɪkt,1
spiking,spaɪkɪŋ,1
spiky,spaɪki,1
spill,spɪl,1
spillage,spɪlɪdʒ,1
spillover,spɪloʊvɚ,1
spillway,spɪlweɪ,1
spin,spɪn,1
spina,,0
spinach,,0
spinal,spaɪnəl,1
spindle,spɪndəl,1
spine,spaɪn,1
spineless,spaɪnləs,1
spinner,spɪnɚ,1
spinney,spɪni,1
spinster,spɪnstɚ,1
spiny,spaɪni,1
spiral,spaɪɹəl,1
spire,spaɪɹ,1
spirit,spɪɹət,1
spirited,,0
spirits,spɪɹɪts,1
spiritual,spɪɹɪtʃuəl,2
spiritualism,,0
spiritualist,,0
spirituality,,0
spiritually,,0
spit,spɪt,1
spitball,,0
spite,spaɪt,1
spiteful,spaɪtfəl,1
spittle,spɪtəl,1
spitz,spɪts,1
splash,splæʃ,1
splashy,splæʃi,1
splat,splæt,1
splatter,splætɚ,1
spleen,splin,1
splendid,splɛndɪd,1
splendidly,,0
splendor,splɛndɚ,1
splenic,,0
splice,splaɪs,1
splint,splɪnt,1
splinter,splɪntɚ,1
split,splɪt,1
splitter,splɪtɚ,1
splitting,splɪtɪŋ,1
splurge,splɝdʒ,1
spoil,spɔɪl,1
spoiled,spɔɪld,1
spoiler,spɔɪlɚ,1
spoils,spɔɪlz,1
spoke,spoʊk,1
spoken,spoʊkən,1
spokesman,spoʊksmən,1
spokesperson,spoʊkspɝsən,1
spokeswoman,spoʊkswʊmən,1
sponge,spʌndʒ,1
spongy,spʌndʒi,1
sponsor,spɑnsɚ,1
sponsored,spɑnsɚd,1
sponsorship,spɑnsɚʃɪp,1
spontaneity,,0
spontaneous,spɑnteɪniəs,1
spontaneously,spɑnteɪniəsli,1
spoof,spuf,1
spook,spuk,1
spooky,spuki,1
spool,spul,1
spoon,spun,1
spoonful,spunfʊl,1
spoor,spʊɹ,1
sporadic,,0
sporadically,,0
spore,spɔɹ,1
sport,spɔɹt,1
sporting,spɔɹtɪŋ,1
sportingly,spɔɹtɪŋli,1
sports,spɔɹts,1
sportscaster,spɔɹtskæstɚ,1
sportsman,spɔɹtsmən,1
sportsmanship,spɔɹtsmənʃɪp,1
sportswear,spɔɹtswɛɹ,1
sportswriter,spɔɹtsɹaɪtɚ,1
sporty,spɔɹti,1
spot,spɑt,1
spotless,spɑtləs,1
spotlight,spɑtlaɪt,1
spotted,,0
spotter,spɑtɚ,1
spotty,spɑti,1
spousal,spaʊzəl,1
spouse,spaʊs,1
spout,spaʊt,1
sprain,spɹeɪn,1
sprang,spɹæŋ,1
sprawl,spɹɔl,3
sprawled,,0
sprawling,spɹɔlɪŋ,2
spray,spɹeɪ,1
sprayer,spɹeɪɚ,1
spread,spɹɛd,1
spreader,spɹɛdɚ,1
spreadsheet,spɹɛdʃit,1
spree,spɹi,1
sprightly,spɹaɪtli,1
spring,spɹɪŋ,1
springboard,spɹɪŋbɔɹd,1
springtime,spɹɪŋtaɪm,1
sprinkle,spɹɪŋkəl,1
sprinkler,,0
sprinkling,,0
sprint,spɹɪnt,1
sprinter,spɹɪntɚ,1
sprite,spɹaɪt,1
sprocket,,0
sprout,spɹaʊt,1
spruce,spɹus,1
sprung,spɹʌŋ,1
spry,spɹaɪ,1
spud,spʌd,1
spun,spʌn,1
spunk,spʌŋk,1
spunky,spʌŋki,1
spur,spɝ,1
spurge,spɝdʒ,1
spurious,spjʊɹiəs,1
spurn,spɝn,1
spurt,spɝt,1
sputter,spʌtɚ,1
sputum,spjutəm,1
spy,spaɪ,1
spyglass,spaɪɡlæs,1
spyware,spaɪwɛɹ,1
squabble,skwɑbəl,1
squad,skwɑd,1
squadron,skwɑdɹən,1
squalid,,0
squall,skwɔl,3
squalor,skwɑlɚ,1
squander,skwɑndɚ,1
square,skwɛɹ,1
squared,skwɛɹd,1
squarely,,0
squash,skwɑʃ,1
squashy,skwɑʃi,1
squat,skwɑt,1
squatter,skwɑtɚ,1
squatty,skwɑti,1
squawk,skwɔk,4
squeak,skwik,1
squeaker,skwikɚ,1
squeaky,skwiki,1
squeal,skwil,1
squeamish,skwimɪʃ,1
squeegee,skwidʒi,1
squeeze,skwiz,1
squelch,skwɛltʃ,1
squid,skwɪd,1
squiggle,skwɪɡəl,1
squint,skwɪnt,1
squire,skwaɪɹ,1
squirm,skwɝm,1
squirrel,skwɝəl,1
squirt,skwɝt,1
squishy,skwɪʃi,1
stab,stæb,1
stabbing,stæbɪŋ,1
stability,stəbɪlɪti,2
stabilization,steɪbələzeɪʃən,1
stabilize,steɪbəlaɪz,1
stabilizer,steɪbəlaɪzɚ,1
stable,steɪbəl,1
staccato,stəkɑtoʊ,1
stack,stæk,1
stacked,stækt,1
stacker,stækɚ,1
stadium,steɪdiəm,1
staff,stæf,1
staffer,stæfɚ,1
staffing,stæfɪŋ,1
stag,stæɡ,1
stage,steɪdʒ,1
stagecoach,steɪdʒkoʊtʃ,1
stagehand,steɪdʒhænd,1
stagger,stæɡɚ,1
staggered,stæɡɚd,1
staggering,stæɡɚɪŋ,1
staggeringly,stæɡɚɪŋli,1
staging,steɪdʒɪŋ,1
stagnant,stæɡnənt,1
stagnate,stæɡneɪt,1
stagnation,stæɡneɪʃən,1
staid,steɪd,1
stain,steɪn,1
stainless,steɪnləs,1
stair,stɛɹ,1
staircase,stɛɹkeɪs,1
stairs,,0
stairway,stɛɹweɪ,1
stairwell,stɛɹwɛl,1
stake,steɪk,1
stakeout,steɪkaʊt,1
stale,steɪl,1
stalemate,steɪlmeɪt,1
stalk,stɔk,3
stalker,,0
stalking,stɔkɪŋ,2
stall,stɔl,4
stallion,stæljən,1
stalwart,,0
stamina,stæmənə,1
stammer,stæmɚ,1
stamp,stæmp,1
stamped,stæmpt,1
stampede,stæmpid,1
stance,stæns,1
stanch,,0
stand,stænd,1
standard,stændɚd,1
standardization,,0
standardize,stændɚdaɪz,1
standby,stændbaɪ,1
standing,stændɪŋ,1
standoff,stændɔf,2
standout,stændaʊt,1
standpoint,stændpɔɪnt,1
stands,stændz,1
standstill,stændstɪl,1
stank,stæŋk,1
stanza,stænzə,1
staph,stæf,1
staphylococcus,,0
staple,steɪpəl,1
stapler,,0
star,stɑɹ,1
starboard,stɑɹbɚd,1
starch,stɑɹtʃ,1
starchy,stɑɹtʃi,1
stardom,stɑɹdəm,1
stardust,,0
stare,stɛɹ,1
starfish,stɑɹfɪʃ,1
stargazer,stɑɹɡeɪzɚ,1
staring,stɛɹɪŋ,1
stark,stɑɹk,1
starkers,stɑɹkɚz,1
starkly,stɑɹkli,1
starlet,stɑɹlət,1
starlight,stɑɹlaɪt,1
