Word,Possible IPA from CMU,Possible IPA from Cambridge
symbiosis,sɪmbaɪoʊsəs,sɪmbaɪoʊsɪs sɪmbaɪoʊsɪs sɪmbioʊsɪs sɪmbɑɪ
symbiotic,sɪmbiɑtɪk sɪmbiɒtɪk,sɪmbaɪɑtɪk sɪmbaɪɑtɪk
symmetrical,səmɛtɹɪkəl,sɪmɛtɹɪkəl sɪmɛtɹɪkəl
synagogue,sɪnəɡɔɡ,sɪnəɡɑɡ sɪnəɡɑɡ
synapse,sɪæps,saɪnæps sɪnæps sɪnæps
synchronicity,sɪŋkɹənɪsɪti,sɪŋkɹənɪsəti
syncope,sɪnkəpi,sɪŋkəpi
syndication,sɪndɪkeɪʃən,sɪndəkeɪʃən sɪndəkeɪʃən
synonymous,sənɑnəməs sənɒnəməs,sɪnɑnəməs sɪnɑnəməs sɪnɑnəməs sɪnɑnəməs
synthesis,sɪnθəsəs,sɪnθəsɪs sɪnθəsɪs sɪnθəsɪs
synthetically,sɪnθɛtɪkli,sɪnθɛtɪkəli sɪnθɛtɪkəli
syringe,sɝɪndʒ sɚɪndʒ,səɹɪndʒ səɹɪndʒ
syrup,sɝəp sɚəp,sɪɹəp sɪɹəp sɪɹəp sɜɹ
systematically,sɪstəmætɪkli,sɪstəmætɪkəli
systemically,səstɛmɪkli,sɪstɛmɪkəli sɪstɛmɪkəli
tableau,təbloʊ,tæbloʊ
tableware,teɪbəlwɛɹ,wɛɹ
taboo,tæbu,təbu təbu tæ
taciturn,tæsɪtɝn tæsɪtɚn,tæsətɝn tæsɪtɜɹn
tactile,tæktɪl,tæktəl tæktəl tæktəl
taffeta,tæfətə,tæfɪtə
talented,tæləntəd,tæləntɪd
talisman,tælɪsmən,tælɪzmən
talker,tɔkɝ tɔkɚ,tɑkɚ tɔkəɹ
talkie,tɔki,tɑki
talky,tɔki,tɑki tɑki
tambourine,tæmbɝin tæmbɚin,tæmbəɹin tæmbəɹin
tangerine,tændʒɝin tændʒɚin,tændʒəɹin tændʒəɹin tændʒəɹin
tantalize,tæntəlaɪz,tænəlaɪz tæntəlɑɪz
tantamount,tæntəmaʊnt,tæntəmɑʊnt
tapas,tʌpəs,tæpəs
tarantula,təɹæntʃulə,təɹæntʃələ təɹæntʃələ
target,tɑɹɡət tɒɹɡət,tɑɹɡɪt tɑɹɡɪt tɑɹɡɪt tɑɹɡɪt tɑɹɡɪt tɑɹɡɪt tɑɹɡɪt
tariff,tɛɹəf,tɛɹɪf tæɹɪf
tatters,tætɝz tætɚz,tætəɹz
tattooed,tætud,tətud
taunting,tɔntɪŋ,tɑntɪŋ
taxidermist,tæksədɝməst tæksədɚməst,tæksɪdɝmɪst
taxidermy,tæksədɝmi tæksədɚmi,tæksɪdɝmi
teacup,tikAH2p,tikʌp
teammate,timeɪt,timmeɪt timmeɪt
teaspoonful,tispunfəl,tispunfʊl
technicolor,tɛknɪkAH2lɝ tɛknɪkAH2lɚ,tɛknɪkʌlɚ
technophobe,tɛknoʊfoʊb,tɛknəfoʊb
teetotaler,titoʊteɪlɝ titoʊteɪlɚ,titoʊtəlɚ
teflon,tɛflən,tɛflɑn
telecast,tɛləkæst,tɛlɪkæst
teleconference,tɛləkɑnfɹəns tɛləkɒnfɹəns,tɛləkɑnfɚəns
teleconferencing,tɛləkɑnfɹənsɪŋ tɛləkɒnfɹənsɪŋ,tɛləkɑnfɚənsɪŋ
telepathic,tɛləpæθək,tɛləpæθɪk
televangelist,tɛləvændʒələst,tɛlɪvændʒəlɪst
temperamentally,tɛmpɹəmɛntəli,tɛmpɚəmɛntəli tɛmpɚəmɛntəli tɛmpɚəmɛntəli
temperate,tɛmpɹət,tɛmpɚət tɛmpɚət tɛmpɚət tɛmpəɹət
temperature,tɛmpɹətʃɝ tɛmpɹətʃɚ,tɛmpɚətʃɚ tɛmpɚətʃɚ tɛmpəɹətʃəɹ tʃʊɹ tɛmpəɹətʃəɹ tʃʊɹ
temporarily,tɛmpɝɛɹəli tɛmpɚɛɹəli,tɛmpəɹɛɹəli
temporary,tɛmpɝɛɹi tɛmpɚɛɹi,tɛmpəɹɛɹi tɛmpəɹɛɹi
temporize,tɛmpɝaɪz tɛmpɚaɪz,tɛmpəɹaɪz
temptation,tɛmteɪʃən,tɛmpteɪʃən tɛmpteɪʃən tɛmpteɪʃən
tenacity,tənæsɪti,tənæsəti
tenet,tɛnət,tɛnɪt tɛnɪt
tennis,tɛnəs,tɛnɪs tɛnɪs
tensile,tɛnsəl,tɛnsɪl
tenuous,tɛnjəwəs,tɛnjuəs tɛnjuəs tɛnjuəs
teriyaki,tɛɹɪjɑki tɛɹɪjɒki,tɛɹɪjæki
terminology,tɝmɪnɑlədʒi tɝmɪnɒlədʒi tɚmɪnɑlədʒi tɚmɪnɒlədʒi,tɝmənɑlədʒi tɜɹmənɑlədʒi
terms,tɝmz tɚmz,tɜɹmz tɜɹmz
tern,tɝnz tɚnz,tɝn
terrain,tɝeɪn tɚeɪn,təɹeɪn təɹeɪn
terrestrial,tɝɛstɹiəl tɚɛstɹiəl,təɹɛstɹiəl təɹɛstɹiəl təɹɛstɹiəl təɹɛstɹiəl təɹɛstɹiəl
terrific,tɝɪfɪk tɚɪfɪk,təɹɪfɪk təɹɪfɪk təɹɪfɪk təɹɪfɪk
terrifically,tɝɪfɪkli tɚɪfɪkli,təɹɪfɪkəli təɹɪfɪkəli təɹɪfɪkli
territorial,tɛɹɪtɔɹiəl,tɛɹətɔɹiəl tɛɹətɔɹiəl toʊɹ
territory,tɛɹɪtɔɹi,tɛɹətɔɹi tɛɹətɔɹi tɛɹətɔɹi tɛɹətɔɹi tɛɹətɔɹi toʊɹi
terrorist,tɛɹəɹɪst,tɛɹɚɪst
tertiary,tɝʃɝi tɝʃɚi tɚʃɝi tɚʃɚi,tɝʃiɛɹi tɝʃiɛɹi tɝʃiɛɹi
tertius,tɝtiɪs tɚtiɪs,tɝʃiəs
testify,tɛstɪfaɪ,tɛstəfaɪ tɛstəfaɪ tɛstəfɑɪ
testimonial,tɛstɪmoʊniəl,tɛstəmoʊniəl tɛstəmoʊniəl
testimony,tɛstɪmoʊni,tɛstəmoʊni tɛstəmoʊni
theater,θieɪtɝ θieɪtɚ,θiətɚ θiətɚ θiətəɹ θiətəɹ
theatergoer,θieɪtɝɡoʊɝ θieɪtɝɡoʊɚ θieɪtɚɡoʊɝ θieɪtɚɡoʊɚ,θiətɚɡoʊɚ
theatricality,θiætɹəkæləti,θiætɹɪkæləti θiætɹɪkæləti
theatrics,θitɹɪks,θiætɹɪks θiætɹɪks
thematically,θəmætɪkli,θimætɪkəli
theologian,θiəloʊdʒiən,θiəloʊdʒən θiəloʊdʒən
theologically,θiəlɑdʒɪkli θiəlɒdʒɪkli,θiəlɑdʒɪkəli
theorem,θɪɹəm,θiɹəm θɪəɹəm
theoretical,θiɝɛtɪkəl θiɚɛtɪkəl,θiəɹɛtəkəl θiəɹɛtəkəl θiəɹɛtɪkəl
theoretically,θiɝɛtɪkəli θiɚɛtɪkəli,θiəɹɛtəkəli
theorize,θiɝaɪz θiɚaɪz,θɪɹaɪz θiəɹɑɪz
thereof,ðɛɹʌv,ðɛɹɑv ðɛəɹʌv
thereon,ðɛɹɔn,ðɛɹɑn
thermoplastic,θɝməplæstɪk θɚməplæstɪk,θɝmoʊplæstɪk
thermos,θɝməs θɚməs,θɜɹməs
things,θɪŋz,θɪŋ θɪŋ θɪŋ
thinness,θɪnnɪs,θɪnnəs θɪnnəs θɪnnəs θɪnnəs θɪnnəs θɪnnəs
thirtieth,θɝtiɛθ θɚtiɛθ,θɝtiəθ θɜɹtiɪθ θɜɹtiɪθ
thirty,θɝdi θɚdi,θɝti θɜɹti
thoracic,θɔɹæsɪk,θəɹæsɪk θəɹæsɪk
thorough,θɝoʊ θɚoʊ,θɝə θɝə θɜɹoʊ θʌɹ θɜɹoʊ θʌɹ
thoroughbred,θɝoʊbɹɛd θɚoʊbɹɛd,θɝəbɹɛd θɜɹəbɹɛd θʌɹ
thoroughfare,θɝoʊfɛɹ θɚoʊfɛɹ,θɝəfɛɹ θɜɹəfɛəɹ θʌɹ
thoroughly,θɝoʊli θɚoʊli,θɝəli θɝəli θɜɹəli θʌɹ θɜɹəli θʌɹ
thoroughness,θɝoʊnəs θɚoʊnəs,θɝənəs θɜɹənəs θʌɹ
thoughtfulness,θɔtfəlnɪs,θɑtfəlnəs θɑtfəlnəs θɑtfəlnəs θɔtfəlnəs
thousandth,θaʊzəndθ,θaʊzənθ θɑʊzənθ θɑʊzənθ
thrombosis,θɹɑmboʊsəs θɹɒmboʊsəs,θɹɑmboʊsɪs
thunderbolt,θʌndɝbɔlt θʌndɚbɔlt,θʌndɚboʊlt θʌndɚboʊlt θʌndəɹboʊlt
thunderstruck,θʌndɝstɹAH2k θʌndɚstɹAH2k,θʌndɚstɹʌk
thyme,θaɪm,taɪm tɑɪm
tiara,tiɑɹə tiɒɹə,tiɛɹə tiæɹə ɑɹə ɛəɹə
ticket,tɪkət,tɪkɪt tɪkɪt tɪkɪt tɪkɪt tɪkɪt tɪkɪt tɪkɪt tɪkɪt tɪkɪt
ticketing,tɪkətɪŋ,tɪkɪtɪŋ
tiddly,tɪdli,tɪdəli tɪdəli
tiddlywinks,tɪdlɪwɪŋks,tɪdəliwɪŋks
tier,tiɹ,tɪɹ tɪəɹ
timbre,tɪmbɝ tɪmbɚ,tæmbɚ tæmbəɹ tɪmbəɹ
timidity,təmɪdəti,tɪmɪdəti
timidly,tɪmədli,tɪmɪdli
tinged,tɪŋd,tɪndʒd
tippet,tɪpət,tɪpɪt
tire,taɪɝ taɪɚ,taɪɹ tɑɪəɹ
tired,taɪɝd taɪɚd,taɪɹd taɪɹd tɑɪəɹd
tiredness,taɪɝdnɪs taɪɚdnɪs,taɪɹdnəs
tireless,taɪɝləs taɪɚləs,taɪɹləs tɑɪəɹləs
tiresome,taɪɝsəm taɪɚsəm,taɪɹsəm tɑɪəɹsəm
tissue,tɪsju,tɪʃu tɪʃu tɪʃu tɪʃu tɪʃu
titillation,tɪtɪleɪʃən,tɪtəleɪʃən
titles,taɪtəlz,taɪtəl
toff,tɔf,tɑf
togs,tɑɡz tɒɡz,tɑɡ tɑɡ
tolerate,tɑlɝeɪt tɑlɚeɪt tɒlɝeɪt tɒlɚeɪt,tɑləɹeɪt tɑləɹeɪt tɑləɹeɪt tɑləɹeɪt
tomography,toʊmoʊɡɹæfi,təmɑɡɹəfi
tong,tɔŋ,tɑŋ
tonk,tɔŋk,tɑŋk tɑŋk
tonnage,tʌnədʒ,tʌnɪdʒ tʌnɪdʒ tʌnɪdʒ
tonsil,tɑnsɪl tɒnsɪl,tɑnsəlz tɑnsəlz
toolbox,tulbɔks,tulbɑks
toothbrush,tuθbɹəʃ,tuθbɹʌʃ tuθbɹʌʃ
tootsie,tutsi,tʊtsi tʊtsi
topiary,toʊpiɛɹi,toʊpiɛɹ
topical,tɑpəkəl tɒpəkəl,tɑpɪkəl tɑpɪkəl tɑpɪkəl
torpid,tɔɹpəd,tɔɹpɪd
tortuous,tɔɹtʃəwəs,tɔɹtʃuəs tɔɹtʃuəs
torturer,tɔɹtʃɝɝ tɔɹtʃɝɚ tɔɹtʃɚɝ tɔɹtʃɚɚ,tɔɹtʃəɹɚ
torturous,tɔɹtʃuəs,tɔɹtʃəɹəs
totalitarian,toʊtælɪtɛɹiən,toʊtælətɛɹiən toʊtælətɛəɹiən
tourist,tʊɹəst,tʊɹɪst tʊɹɪst tʊɹɪst
tournedos,tʊɹnədoʊ,tɔɹnədoʊ
toward,təwɔɹd,tɔɹd tɔɹd tɔɹd tɔɹd tɔɹd toʊɹd twɔɹd twoʊɹd tɔɹd toʊɹd twɔɹd twoʊɹd tɔɹd toʊɹd twɔɹd twoʊɹd tɔɹd toʊɹd twɔɹd twoʊɹd
towards,təwɔɹdz,tɔɹdz tɔɹdz tɔɹdz tɔɹdz
toxicity,tɑksɪsəti tɒksɪsəti,taksisəti tɑksɪsɪti
toxin,tɑksən tɒksən,tɑksɪn tɑksɪn
tragically,tɹædʒɪkli,tɹædʒɪkəli tɹædʒɪkəli
tranquility,tɹæŋkwɪlɪti,tɹæŋkwɪləti
tranquillity,tɹæŋkwɪlɪti,tɹæŋkwɪləti
transatlantic,tɹænzətlæntɪk,tɹænzætlæntɪk tɹænsətlæntɪk tɹænz
transcendental,tɹænsəndɛntəl,tɹænsɛndɛntəl
transcontinental,tɹænzkɑntɪnɛntəl tɹænzkɒntɪnɛntəl,tɹænskɑntənɛntəl tɹænskɑntənɛntəl
transducer,tɹænsdusɝ tɹænsdusɚ,tɹɑnsdusɚ
transformative,tɹænsfɔɹmɑtɪv tɹænsfɔɹmɒtɪv,tɹænsfɔɹmətɪv
transient,tɹænʒənt,tɹænziənt tɹænʃənt dʒənt ziənt tɹænʃənt dʒənt ziənt
transitional,tɹænsɪʃənəl,tɹænzɪʃənəl tɹænzɪʃənəl
transitory,tɹænzətɔɹi,tɹænsətɔɹi tɹænzɪtɔɹi toʊɹi
translate,tɹænzleɪt,tɹænsleɪt tɹænsleɪt tɹænsleɪt tɹænsleɪt tɹænsleɪt tɹænsleɪt
translation,tɹænzleɪʃən,tɹænsleɪʃən
transmit,tɹænzmɪt,tɹænsmɪt tɹænsmɪt tɹænsmɪt tɹænsmɪt tɹænz
transmittable,tɹænzmɪtəbəl,tɹænsmɪtəbəl
transnational,tɹænsnæʃənəl,tɹænznæʃənəl tɹænznæʃənəl
transpacific,tɹænspəsɪfɪk,tɹænzpəsɪfɪk
transplantation,tɹænzplænteɪʃən,tɹænsplænteɪʃən tɹænsplænteɪʃən
transsexual,tɹænsɛkʃjuəl,tɹænzsɛkʃuəl tɹænzsɛkʃuəl
transverse,tɹænzvɝs tɹænzvɚs,tɹænsvɝs
transvestite,tɹænzvɛstaɪt,tɹænsvɛstaɪt tɹænsvɛstɑɪt tɹænz
traumatic,tɹɔmætɪk,tɹɑmætɪk tɹɑmætɪk tɹɑmætɪk
traumatize,tɹɔmətaɪz,tɹɑmətaɪz
traumatized,tɹɔmətaɪzd,tɹɑmətaɪzd
travail,tɹəveɪl,tɹɛveɪl
travails,tɹəveɪlz,tɹæveɪlz
travelogue,tɹævəlɔɡ,tɹævəlɑɡ
traverse,tɹævɝs tɹævɚs,tɹəvɝs tɹəvɜɹs tɹæ
trawler,tɹɔlɝ tɹɔlɚ,tɹɑlɚ tɹɔləɹ
treasury,tɹɛʒɝi tɹɛʒɚi,tɹɛʒəɹi
treatise,tɹitəs,tɹitɪs tɹitɪs
treetop,tɹitɔp,tɹitɑp
trellis,tɹɛləs,tɹɛlɪs tɹɛlɪs
trembling,tɹɛmbəlɪŋ,tɹɛmblɪŋ tɹɛmblɪŋ
triage,tɹaɪɪdʒ,tɹiɑʒ tɹiɑʒ
triangular,tɹaɪæŋɡjəlɝ tɹaɪæŋɡjəlɚ,lɚ tɹɑɪæŋɡjələɹ
triathlon,tɹaɪæθlən,tɹaɪæθlɑn tɹɑɪæθlɑn
tribesman,tɹaɪbzmæn,tɹaɪbzmən
tribunal,tɹəbjunəl,tɹaɪbjunəl tɹɑɪbjunəl
triceratops,tɹaɪsɛɹətɔps,tɹaɪsɛɹətɑps
tricycle,tɹɪsɪkəl,tɹaɪsəkəl tɹɑɪsɪkəl sɪkəl
triglyceride,tɹaɪɡlɪsɝaɪd tɹaɪɡlɪsɚaɪd,tɹaɪɡlɪsəɹaɪd
trinket,tɹɪŋkət,tɹɪŋkɪt tɹɪŋkɪt
triplicate,tɹɪplɪkət,tɹɪpləkət tɹɪplɪkɪt
triumvirate,tɹaɪʌmvɝət tɹaɪʌmvɚət,tɹaɪʌmvɪɹət
trowel,tɹaʊwɛl,tɹaʊəl tɹaʊəl tɹɑʊəl
truncheon,tɹʌntʃɪn,tɹʌntʃən
trustee,tɹAH2sti,tɹʌsti tɹʌsti
trusteeship,tɹAH2stiʃɪp,tɹʌstiʃɪp
tryout,tɹaɪaʊt,tɹɑɪɑʊt tɹɑɪɑʊt
tuberculosis,təbɝkjəloʊsɪs təbɚkjəloʊsɪs,tubɝkjəloʊsɪs tʊbɜɹkjəloʊsɪs
tufted,tʌftəd,tʌftɪd
tuition,tjuɪʃən,tuɪʃən tuɪʃən tʊɪʃən
tumbler,tʌmblɝ tʌmblɚ,blɚ
tumescent,tumɛsɪnt,tumɛsənt
tumult,tuməlt,tumʌlt tumʌlt
tupelo,tjupəloʊ,tupəloʊ
turbine,tɝbaɪn tɚbaɪn,tɝbɪn tɜɹbən bɑɪn
turbot,tɝboʊ tɚboʊ,tɝbət tɝbət
turnaround,tɝnɝaʊnd tɝnɚaʊnd tɚnɝaʊnd tɚnɚaʊnd,tɝnəɹaʊnd tɝnəɹaʊnd tɝnəɹaʊnd tɜɹnəɹɑʊnd
turndown,tɝndaʊn tɚndaʊn,tɜ˞ndaʊn tɜ˞ndaʊn
turnip,tɝnəp tɚnəp,tɝnɪp tɝnɪp tɜɹnɪp
turnoff,tɝnɔf tɚnɔf,tɜɹnɔf tɜɹnɔf
turpitude,tɝpɪtud tɚpɪtud,tɝpətud
turquoise,tɝkwɔɪz tɚkwɔɪz,tɝkɔɪz tɝkɔɪz tɜɹkwɔɪz tɜɹkwɔɪz
turret,tɝət tɚət,tʌɹət tʌɹət tɜɹɪt tʌɹ
tush,tʊʃ,tʌʃ
tutelage,tjutɪlɪdʒ,tutəlɪdʒ
tuxedo,tAH2ksidoʊ,tʌksidoʊ tʌksidoʊ
twang,twɑŋ twɒŋ,twæŋ twæŋ twæŋ
twangy,twɑndʒi twɒndʒi,twæŋi twæŋi
twentieth,twɛntiɛθ,twɛntiəθ twɛntiɪθ twɛntiɪθ
twinkly,twɪŋkəli,twɪŋkli twɪŋkli
twisted,twɪstəd,twɪstɪd twɪstɪd twɪstɪd twɪstɪd twɪstɪd
typical,tɪpəkəl,tɪpɪkəl tɪpɪkəl tɪpɪkəl tɪpɪkəl
typographical,taɪpəɡɹæfɪkəl,taɪpoʊɡɹæfɪkəl
tyrannical,tɝænɪkəl tɚænɪkəl,tɪɹænɪkəl
tyrannosaurus,tɪɹænəsɔɹəs,təɹænəsɔɹəs
tyre,taɪɝ taɪɚ,taɪɹ tɑɪəɹ
ubiquitous,jubɪkwɪtəs,jubɪkwətəs jʊbɪkwɪtəs ju
ubiquity,jubɪkwɪti,jubɪkwəti
ulceration,AH2lsɝeɪʃən AH2lsɚeɪʃən,ʌlsəɹeɪʃən
ulterior,əltɪɹiɝ əltɪɹiɚ,ʌltɪəɹiəɹ
ultimatum,AH2ltəmeɪtəm,ʌltəmeɪtəm ʌltəmeɪtəm
ultrasonic,AH2ltɹəsɑnɪk AH2ltɹəsɒnɪk,ʌltɹəsɑnɪk ʌltɹəsɑnɪk
ultrasound,AH2ltɹəsaʊnd,ʌltɹəsaʊnd ʌltɹəsaʊnd ʌltɹəsɑʊnd
ultraviolet,AH2ltɹəvaɪəlɪt,ʌltɹəvaɪələt ʌltɹəvɑɪəlɪt
umbrella,əmbɹɛlə,ʌmbɹɛlə ʌmbɹɛlə ʌmbɹɛlə ʌmbɹɛlə
umpire,ʌmpaɪɝ ʌmpaɪɚ,ʌmpaɪɹ ʌmpɑɪəɹ
unabashed,AH2nəbæʃt,ʌnəbæʃt ʌnəbæʃt
unabashedly,AH2nəbæʃɪdli,ʌnəbæʃtli
unabated,AH2nəbeɪtɪd,ʌnəbeɪtɪd ʌnəbeɪtɪd
unable,əneɪbəl,ʌneɪbəl
unabridged,AH2nəbɹɪdʒd,ʌnəbɹɪdʒd
unacceptable,AH2næksɛptəbəl,ʌnəksɛptəbəl ʌnɪksɛptəbəl
unaccompanied,AH2nəkʌmpənid,ʌnəkʌmpənid ʌnəkʌmpənid ʌnəkʌmpənid ʌnəkʌmpənid ʌnəkʌmpənid
unaccountable,AH2nəkaʊntəbəl,ʌnəkaʊntəbəl ʌnəkɑʊntəbəl ʌnəkɑʊntəbəl
unaccountably,AH2nəkaʊntəbli,ʌnəkaʊntəbəli
unaccustomed,AH2nəkʌstəmd,ʌnəkʌstəmd ʌnəkʌstəmd ʌnəkʌstəmd ʌnəkʌstəmd
unadorned,AH2nədɔɹnd,ʌnədɔɹnd
unadulterated,AH2nədʌltɝeɪtɪd AH2nədʌltɚeɪtɪd,ʌnədʌləɹeɪtɪd ʌnədʌləɹeɪtɪd ʌnədʌltəɹeɪtɪd
unaffected,AH2nəfɛktɪd,ʌnəfɛktɪd ʌnəfɛktɪd ʌnəfɛktɪd ʌnəfɛktɪd
unaffiliated,ənəfɪlieɪtɪd,ʌnəfɪlieɪtɪd ʌnəfɪlieɪtɪd
unaffordable,ənəfɔɹdəbəl,ʌnəfɔɹdəbəl
unafraid,AH2nəfɹeɪd,ʌnəfɹeɪd
unaided,əneɪdɪd,ʌneɪdɪd
unalienable,əneɪliɛnəbəl,ʌneɪliənəbəl
unalloyed,ənælɔɪd,ʌnəlɔɪd
unalterable,ənɔltɝəbəl ənɔltɚəbəl,ʌnɑltɚəbəl
unaltered,ənɔltɝd ənɔltɚd,ʌnɑltɚd ʌnɑltɚd
unambiguous,AH2næmbɪɡjəwəs,ʌnæmbɪɡjuəs ʌnæmbɪɡjuəs
unambiguously,ənæmbɪɡjuəsli,ʌnæmbɪɡjuəsli
unannounced,AH2nənaʊnst,ʌnənaʊnst ʌnənɑʊnst
unanswerable,AH2nænsɝəbəl AH2nænsɚəbəl,ʌnænsɚəbəl ʌnænsɚəbəl
unanswered,AH2nænsɝd AH2nænsɚd,ʌnænsɚd ʌnænsɚd ʌnænsəɹd
unanticipated,AH2næntɪsəpeɪtɪd,ʌnæntɪsəpeɪtɪd
unapologetic,AH2nəpɑlədʒɛtɪk AH2nəpɒlədʒɛtɪk,ʌnəpɑlədʒɛtɪk
unappealing,AH2nəpilɪŋ,ʌnəpilɪŋ
unappetizing,AH2næpɪtaɪzɪŋ,ʌnæpətaɪzɪŋ ʌnæpətaɪzɪŋ
unappreciated,AH2nəpɹiʃieɪtɪd,ʌnəpɹiʃieɪtɪd
unapproachable,AH2nəpɹoʊtʃəbəl,ʌnəpɹoʊtʃəbəl
unapproved,AH2nəpɹuvd,ʌnəpɹuvd
unarmed,ənɑɹmd ənɒɹmd,ʌnɑɹmd ʌnɑɹmd
unashamed,AH2nəʃeɪmd,ʌnəʃeɪmd
unashamedly,AH2nəʃeɪmədli,ʌnəʃeɪmɪdli
unassailable,AH2nəseɪləbəl,ʌnəseɪləbəl ʌnəseɪləbəl ʌnəseɪləbəl
unassisted,AH2nəsɪstɪd,ʌnəsɪstɪd
unassuming,AH2nəsumɪŋ,ʌnəsumɪŋ ʌnəsumɪŋ
unattached,AH2nətætʃt,ʌnətætʃt ʌnətætʃt ʌnətætʃt ʌnətætʃt ʌnətætʃt
unattainable,AH2nəteɪnəbəl,ʌnəteɪnəbəl
unattended,ənətɛndɪd,ʌnətɛndɪd ʌnətɛndɪd
unattractive,AH2nətɹæktɪv,ʌnətɹæktɪv ʌnətɹæktɪv ʌnətɹæktɪv
unauthorized,ənɔθɝaɪzd ənɔθɚaɪzd,ʌnɑθəɹaɪzd ʌnɔθəɹɑɪzd
unavailability,ənəveɪləbɪlɪti,ʌnəveɪləbɪləti
unavailable,AH2nəveɪləbəl,ʌnəveɪləbəl ʌnəveɪləbəl ʌnəveɪləbəl
unavailing,AH2nəveɪlɪŋ,ʌnəveɪlɪŋ
unavoidable,AH2nəvɔɪdəbəl,ʌnəvɔɪdəbəl ʌnəvɔɪdəbəl
unavoidably,AH2nəvɔɪdəbli,ʌnəvɔɪdəbli
unaware,AH2nəwɛɹ,ʌnəwɛɹ ʌnəwɛəɹ
unawares,AH2nəwɛɹz,ʌnəwɛɹz ʌnəwɛəɹz
unbalance,ənbæləns,ʌnbæləns ʌnbæləns ʌnbæləns
unbalanced,ənbælənst,ʌnbælənst ʌnbælənst ʌnbælənst ʌnbælənst ʌnbælənst ʌnbælənst
unbearable,ənbɛɹəbəl,ʌnbɛɹəbəl ʌnbɛəɹəbəl
unbearably,ənbɛɹəbli,ʌnbɛɹəbli ʌnbɛəɹəbli
unbeatable,AH2nbitəbəl,ʌnbitəbəl ʌnbitəbəl
unbeaten,ənbitən,ʌnbitən ʌnbitən
unbecoming,AH2nbɪkʌmɪŋ,ʌnbɪkʌmɪŋ ʌnbɪkʌmɪŋ ʌnbɪkʌmɪŋ
unbelievable,AH2nbəlivəbəl,ʌnbɪlivəbəl ʌnbɪlivəbəl ʌnbɪlivəbəl ʌnbɪlivəbəl
unbelievably,AH2nbəlivəbli,ʌnbɪlivəbli
unbelieving,AH2nbəlivɪŋ,ʌnbɪlivɪŋ ʌnbɪlivɪŋ
unbend,AH2nbɛnd,ʌnbɛnd
unbending,AH2nbɛndɪŋ,ʌnbɛndɪŋ
unbiased,AH2nbaɪəst,ʌnbaɪəst
unblemished,ənblɛmɪʃt,ʌnblɛmɪʃt ʌnblɛmɪʃt
unbounded,ənbaʊndɪd,ʌnbaʊndɪd ʌnbɑʊndɪd
unbreakable,ənbɹeɪkəbəl,ʌnbɹeɪkəbəl
unbridled,ənbɹaɪdəld,ʌnbɹaɪdəld ʌnbɹɑɪdəld
unbroken,ənbɹoʊkən,ʌnbɹoʊkən
unburned,ənbɝnd ənbɚnd,ʌnbɝnd
unbutton,ənbʌtən,ʌnbʌtən
unbuttoned,ənbʌtənd,ʌnbʌtənd
uncalled,ənkɔld,ʌnkɑld ʌnkɑld ʌnkɑld ʌnkɑld
uncannily,ənkænəli,ʌnkænəli
uncanny,ənkæni,ʌnkæni ʌnkæni
uncaring,ənkɛɹɪŋ,ʌnkɛɹɪŋ
unceasing,ənsisɪŋ,ʌnsisɪŋ
uncensored,ənsɛnsɝd ənsɛnsɚd,ʌnsɛnsɚd
unceremonious,AH2nsɛɹəmoʊniəs,ʌnsɛɹɪmoʊniəs
unceremoniously,AH2nsɛɹəmoʊniəsli,ʌnsɛɹɪmoʊniəsli
uncertain,ənsɝtən ənsɚtən,ʌnsɝtən ʌnsɝtən ʌnsɜɹtən
uncertainty,ənsɝtənti ənsɚtənti,ʌnsɝtənti
unchallenged,əntʃælɪndʒd,ʌntʃælɪndʒd
unchanged,əntʃeɪndʒd,ʌntʃeɪndʒd ʌntʃeɪndʒd
unchanging,əntʃeɪndʒɪŋ,ʌntʃeɪndʒɪŋ
uncharacteristic,AH2nkɛɹɪktɝɪstɪk AH2nkɛɹɪktɚɪstɪk,ʌnkɛɹəktəɹɪstɪk
uncharacteristically,AH2nkɛɹɪktɝɪstɪkli AH2nkɛɹɪktɚɪstɪkli,ʌnkɛɹəktəɹɪstɪkəli
uncharted,əntʃɑɹtɪd əntʃɒɹtɪd,ʌntʃɑɹtɪd ʌntʃɑɹtɪd ʌntʃɑɹtɪd
unchartered,əntʃɑɹtɝd əntʃɑɹtɚd əntʃɒɹtɝd əntʃɒɹtɚd,ʌntʃɑɹtɚd
unchecked,əntʃɛkt,ʌntʃɛkt ʌntʃɛkt
uncivil,ənsɪvəl,ʌnsɪvəl
uncivilized,ənsɪvəlaɪzd,ʌnsɪvəlaɪzd ʌnsɪvəlɑɪzd
unclaimed,ənkleɪmd,ʌnkleɪmd ʌnkleɪmd
unclean,ənklin,ʌnklin ʌnklin ʌnklin ʌnklin
unclear,ənklɪɹ,ʌnklɪɹ ʌnklɪɹ ʌnklɪəɹ ʌnklɪəɹ
uncluttered,ənklʌtɝd ənklʌtɚd,ʌnklʌtɚd ʌnklʌtɚd
uncollected,ənkəlɛktɪd,ʌnkəlɛktɪd
uncomfortable,ənkʌmfɝtəbəl ənkʌmfɚtəbəl,ʌnkʌmfɚtə ʌnkʌmfɚtə ʌnkʌmfəɹtəbəl kʌmftəɹbəl
