Word,Pronunciation
wander, ˈwɑːndɚ ˈwɑːndɚ ˈwɑːndɚ ˈwɑːndɚ ˈwɑːndɚ ˈwɑːndɚ ˈwɑn·də ˈwɑn·də
wanderer, ˈwɑːndɚɚ
wanderings, ˈwɑːndɚɪŋz
wanderlust, ˈwɑːndɚlʌst
wane, weɪn weɪn weɪn
wang, wæŋ
wangle, ˈwæŋɡəl ˈwæŋ·ɡəl
wank, wæŋk
wanna," ˈwɑːnə ˈwɑn·ə, ˈwʌn·ə, ˈwɔ·nə"
wannabe," ˈwɑːnəbi ˈwɑn·ə·bi, ˈwʌn·ə-, ˈwɔ·nə-"
want," wɑːnt wɑːnt wɑːnt wɑnt, wɔnt wɑnt, wɔnt wɑnt, wɔnt"
wanted," ˈwɑːnt̬ɪd ˈwɑːnt̬ɪd ˈwɑn·tɪd, ˈwɔn-"
wanting," ˈwɑːnt̬ɪŋ ˈwɑn·tɪŋ, ˈwɔn-"
wanton," ˈwɑːntən ˈwɑːntən ˈwɑn·tən, ˈwɔn-"
wantonly, ˈwɑːntənli ˈwɑːntənli
war, wɔːr wɔːr wɔr wɔr
warble, ˈwɔːrbəl ˈwɔːrbəl ˈwɔr·bəl
warbler, ˈwɔːrblɚ ˈwɔːrblɚ
ward, wɔːrd wɔːrd wɔːrd wɔːrd wɔrd wɔrd wɔrd
warden, ˈwɔːrdən ˈwɔːrdən ˈwɔːrdən ˈwɔːrdən ˈwɔr·dən
warder, ˈwɔːrdɚ
wardrobe, ˈwɔːrdroʊb ˈwɔːrdroʊb ˈwɔːrdroʊb ˈwɔr·droʊb ˈwɔr·droʊb
ware, wer
warehouse, ˈwerhaʊs ˈwerhaʊs ˈwerhaʊs ˈweər·hɑʊs ˈweər·hɑʊs
warehousing, ˈwerhaʊzɪŋ ˈwerhaʊzɪŋ
wares, werz werz weərz
warfare, ˈwɔːrfer ˈwɔrˌfeər
warhead, ˈwɔːrhed ˈwɔrˌhed
warily, ˈwerəli ˈweər·ə·li
wariness, ˈwerinəs
warlike, ˈwɔːrlaɪk ˈwɔrˌlɑɪk
warlock, ˈwɔːrlɑːk
warlord, ˈwɔːrlɔːrd ˈwɔrˌlɔrd
warm, wɔːrm wɔːrm wɔːrm wɔːrm wɔːrm wɔrm wɔrm wɔrm wɔrm
warming, ˈwɔːrmɪŋ
warmly, ˈwɔːrmli ˈwɔːrmli ˈwɔrm·li ˈwɔrm·li
warmonger, ˈwɔːrˌmʌŋɡɚ
warmongering, ˈwɔːrˌmʌŋɡɚɪŋ
warmth, wɔːrmθ wɔːrmθ
warmup, ˈwɔrmˌʌp
warn, wɔːrn wɔrn
warning, ˈwɔːrnɪŋ ˈwɔr·nɪŋ
warp, wɔːrp wɔːrp wɔrp wɔrp
warped, wɔːrpt wɔːrpt
warplane, ˈwɔːrˌpleɪn ˈwɔrˌpleɪn
warrant," ˈwɔːrənt ˈwɔːrənt ˈwɑr·ənt, ˈwɔr-"
warranted, ˈwɔːrənt̬ɪd ˈwɔːrənt̬ɪd
warranty," ˈwɔːrənt̬i ˌwɑr·ənˈti, ˌwɔr-"
warren, ˈwɔːrən ˈwɔːrən
warring, ˈwɔːrɪŋ ˈwɔːrɪŋ ˈwɔr·ɪŋ ˈwɔr·ɪŋ
warrior," ˈwɔːriɚ ˈwɔr·jər, ˈwɔr·i·ər"
warship, ˈwɔːrʃɪp ˈwɑrˌʃɪp
wart, wɔːrt wɔrt
wartime, ˈwɔːrtaɪm ˈwɑrˌtɑɪm
wary, ˈweri ˈweər·i
was," wɑːz wʌz, wɑz, wəz"
wash," wɑːʃ wɑːʃ wɑːʃ wɑʃ, wɔʃ wɑʃ, wɔʃ wɑʃ, wɔʃ wɑʃ, wɔʃ"
washable," ˈwɑːʃəbəl ˈwɑʃ·ə·bəl, ˈwɔ·ʃə- ˈwɑʃ·ə·bəl, ˈwɔ·ʃə-"
washbasin, ˈwɑːʃˌbeɪsən
washboard, ˈwɑːʃˌbɔːrd ˈwɑːʃˌbɔːrd
washcloth," ˈwɑːʃklɑːθ ˈwɑʃˌklɔθ, ˈwɔʃ-"
washer," ˈwɑːʃɚ ˈwɑːʃɚ ˈwɑʃ·ər, ˈwɔ·ʃər ˈwɑʃ·ər, ˈwɔ·ʃər"
washing," ˈwɑːʃɪŋ ˈwɑːʃɪŋ ˈwɑʃ·ɪŋ, ˈwɔ·ʃɪŋ"
washout," ˈwɑːʃaʊt ˈwɑːʃaʊt ˈwɑʃˌɑʊt, ˈwɔʃ-"
washroom," ˈwɑːʃruːm ˈwɑʃ·rum, ˈwɔʃ-, -rʊm"
washy, ˈwɑːʃi ˈwɑːʃi
wasp," wɑːsp wɑsp, wɔsp"
waste, weɪst weɪst weɪst weɪst weɪst weɪst
wastebasket, ˈweɪstˌbæskət ˈweɪstˌbæs·kɪt
wasted, ˈweɪstɪd ˈweɪstɪd ˈweɪstɪd
wasteful, ˈweɪstfəl ˈweɪst·fəl
wasteland, ˈweɪstlænd ˈweɪstlænd ˈweɪstˌlænd ˈweɪstˌlænd
waster, ˈweɪstɚ ˈweɪstɚ
wastewater," ˈweɪstˌwɔt̬·ər, -ˌwɑt̬·ər"
wat, wæt
watch," wɑːtʃ wɑːtʃ wɑːtʃ wɑtʃ, wɔtʃ wɑtʃ, wɔtʃ wɑtʃ, wɔtʃ"
watchdog," ˈwɑːtʃdɑːɡ ˈwɑːtʃdɑːɡ ˈwɑtʃˌdɔɡ, ˈwɔtʃ- ˈwɑtʃˌdɔɡ, ˈwɔtʃ-"
watcher," ˈwɑːtʃɚ ˈwɑtʃ·ər, ˈwɔ·tʃər"
watchful," ˈwɑːtʃfəl ˈwɑtʃ·fəl, ˈwɔtʃ-"
watchman, ˈwɑːtʃmən
watchword, ˈwɑːtʃwɝːd
water," ˈwɑːt̬ɚ ˈwɑːt̬ɚ ˈwɑːt̬ɚ ˈwɑːt̬ɚ ˈwɔ·t̬ər, ˈwɑt̬·ər ˈwɔ·t̬ər, ˈwɑt̬·ər ˈwɔ·t̬ər, ˈwɑt̬·ər"
waterbed," ˈwɑːt ̬ɚˌbed ˈwɔ·t̬ərˌbed, ˈwɑt̬·ər-"
watercolor," ˈwɑːt̬ɚˌkʌlɚ ˈwɔ·t̬ərˌkʌl·ər, ˈwɑt̬·ər-"
watercress, ˈwɑːt̬ɚkres
waterfall," ˈwɑːt̬ɚfɑːl ˈwɔ·t̬ərˌfɔl, ˈwɑt̬·ər-"
waterfowl," ˈwɑːt̬ɚfaʊl ˈwɔ·t̬ərˌfɑʊl, ˈwɑt̬·ər-"
waterfront," ˈwɑːt̬ɚfrʌnt ˈwɔ·t̬ərˌfrʌnt, ˈwɑt̬·ər-"
waterlogged, ˈwɑːt̬ɚlɑːɡd ˈwɑːt̬ɚlɑːɡd
waterman, ˈwɑːt̬ɚmən
watermark, ˈwɑːt̬ɚmɑːrk ˈwɑːt̬ɚmɑːrk
watermelon," ˈwɑːt̬ɚˌmelən ˈwɔt̬·ərˌmel·ən, ˈwɑt̬-"
waterproof," ˈwɑːt̬ɚpruːf ˈwɔ·t̬ərˌpruf, ˈwɑt̬·ər"
watershed," ˈwɑːt̬ɚʃed ˈwɑːt̬ɚʃed ˈwɔ·t̬ərˌʃed, ˈwɑt̬·ər- ˈwɔ·t̬ərˌʃed, ˈwɑt̬·ər-"
watertight," ˈwɑːt̬ɚtaɪt ˈwɑːt̬ɚtaɪt ˈwɑːt̬ɚtaɪt ˈwɔ·t̬ərˌtɑɪt, ˈwɑt̬·ər-"
waterway," ˈwɑːt̬ɚweɪ ˈwɔ·t̬ərˌweɪ, ˈwɑt̬·ər-"
waterworks," ˈwɑːt̬ɚwɝːks ˈwɑːt̬ɚwɝːks ˈwɔ·t̬ərˌwɜrks, ˈwɑt̬·ər- ˈwɔ·t̬ərˌwɜrks, ˈwɑt̬·ər-"
watery," ˈwɑːt̬ɚi ˈwɑːt̬ɚi ˈwɑːt̬ɚi ˈwɔ·t̬ə·ri, ˈwɑt̬·ə-"
watt, wɑːt wɑt
wattage, ˈwɑːt̬ɪdʒ
wattle, ˈwɑːt̬əl ˈwɑːt̬əl ˈwɑːt̬əl
wave, weɪv weɪv weɪv weɪv weɪv
wavelength," ˈweɪvleŋθ ˈweɪv·leŋkθ, -leŋθ ˈweɪv·leŋkθ, -leŋθ"
waver, ˈweɪvɚ ˈweɪvɚ ˈweɪ·vər ˈweɪ·vər
wavering, ˈweɪvɚɪŋ ˈweɪvɚɪŋ
wavy, ˈweɪvi ˈweɪ·vi
wax, wæks wæks wæks
waxed, wækst wækst
waxing, ˈwæksɪŋ
waxy, ˈwæksi ˈwæk·si
way, weɪ weɪ weɪ weɪ weɪ weɪ weɪ weɪ weɪ weɪ weɪ weɪ weɪ weɪ weɪ weɪ weɪ
waylay, ˌweɪˈleɪ
wayward, ˈweɪwɚd ˈweɪ·wərd
we," strong wiː strong wiː strong wiː strong wiː strong wiː wi, wɪ wi, wɪ wi, wɪ wi, wɪ"
weak, wiːk wiːk wiːk wiːk wiːk wiːk wiːk wik wik wik wik
weaken, ˈwiːkən ˈwi·kən
weakling, ˈwiːklɪŋ ˈwik·lɪŋ
weakly, ˈwiːkli ˈwiːkli ˈwiːkli ˈwik·li
weakness, ˈwiːknəs ˈwiːknəs ˈwik·nəs ˈwik·nəs ˈwik·nəs
wealth, welθ welθ welθ welθ
wealthy, ˈwelθi
wean, wiːn win
weaned, wiːnd
weaning, ˈwiːnɪŋ
weapon, ˈwepən ˈwep·ən
weaponry, ˈwepənri ˈwep·ən·ri
wear, wer wer wer wer wer wer weər weər weər
wearable, ˈwerəbəl ˈwerəbəl
wearer, ˈwerɚ
wearily, ˈwɪrəli ˈwɪrəli
weariness, ˈwɪrinəs ˈwɪrinəs
wearing, ˈwerɪŋ
weary, ˈwɪri ˈwɪri ˈwɪər·i
wearying, ˈwɪriɪŋ
weasel, ˈwiːzəl ˈwi·zəl
weather, ˈweðɚ ˈweð·ər
weathered, ˈweðɚd ˈweð·ərd
weathering, ˈweðɚɪŋ ˈweðɚɪŋ ˈweð·ər·ɪŋ
weatherman, ˈweðɚmæn ˈweð·ərˌmæn
weatherproof, ˈweðɚpruːf
weave, wiːv wiːv wiːv wiːv wiv wiv wiv
weaver, ˈwiːvɚ
weaving, ˈwiːvɪŋ ˈwiːvɪŋ ˈwiːvɪŋ ˈwiːvɪŋ
web, web web web web
webbed, webd webd webd webd webd
webbing, ˈwebɪŋ ˈwebɪŋ
webmaster, ˈwebmæstər
website, ˈwebˌsɑɪt
wed, wed wed wed wed
wedded, ˈwedɪd
wedding, ˈwedɪŋ ˈwed·ɪŋ
wedge, wedʒ wedʒ wedʒ wedʒ
wedlock, ˈwedlɑːk ˈwedˌlɑk
wee, wiː wi
weed, wiːd wiːd wiːd wiːd wid
weeding, ˈwiːdɪŋ
weedy, ˈwiːdi ˈwiːdi ˈwiːdi
week, wiːk wiːk wiːk wiːk wiːk wik
weekday, ˈwiːkdeɪ ˈwikˌdeɪ
weekend, ˈwiːkend ˈwiːkend ˈwik·end ˈwiːkend ˈwiːkend
weeklong, ˈwiːklɑːŋ ˈwikˈlɔŋ
weekly, ˈwiːkli ˈwik·li
weeny, ˈwiːni
weep, wiːp wiːp wip
weeping, ˈwiːpɪŋ
weepy, ˈwiːpi
weevil, ˈwiːvəl
weigh, weɪ weɪ weɪ weɪ weɪ weɪ
weight, weɪt weɪt weɪt weɪt weɪt weɪt weɪt weɪt
weighted, ˈweɪt̬ɪd ˈweɪ·t̬ɪd ˈweɪ·t̬ɪd
weighting, ˈweɪt̬ɪŋ ˈweɪt̬ɪŋ
weightless, ˈweɪtləs ˈweɪt·ləs
weightlessness, ˈweɪtləsnəs
weightlifter, ˈweɪtˌlɪftɚ
weightlifting, ˈweɪtˌlɪftɪŋ ˈweɪtˌlɪf·tɪŋ
weighty, ˈweɪt̬i ˈweɪt̬i ˈweɪ·t̬i
weir, wɪr
weird, wɪrd wɪərd
weirdly, ˈwɪrdli
weirdness, ˈwɪrdnəs
weirdo, ˈwɪrdoʊ ˈwɪər·doʊ
welch, weltʃ
welcome, ˈwelkəm ˈwelkəm ˈwel·kəm ˈwel·kəm
welcoming, ˈwelkəmɪŋ
weld, weld weld weld
welder, ˈweldɚ
welding, ˈweldɪŋ
welfare, ˈwelfer ˈwelfer ˈwel·feər ˈwel·feər
well, wel wel wel wel wel wel wel
wellington, ˈwelɪŋtən
wellness, ˈwelnəs ˈwelnəs ˈwel·nəs
wellspring, ˈwelsprɪŋ
welsh, welʃ
welt, welt welt
welter, ˈwelt̬ɚ ˈwel·tər
welterweight, ˈwelt̬ɚweɪt
wen, wen
wench, wentʃ
went, went went
wept, wept wept
were," wɝː wɜr, wər"
werewolf," ˈwerwʊlf ˈwɪərˌwʊlf, ˈweər-, ˈwɜr-"
west, west west
westbound, ˈwestbaʊnd
westerly, ˈwestɚli ˈwes·tər·li
western, ˈwestɚn ˈwestɚn ˈwes·tərn
westerner, ˈwestɚnɚ ˈwestɚnɚ ˈwes·tər·nər
westernization, ˌwestɚnəˈzeɪʃən
westernized, ˈwestɚnaɪzd
westernmost, ˈwestɚnmoʊst
westward, ˈwestwɚd ˈwest·wərd
wet, wet wet wet wet wet wet wet
wetland, ˈwetlənd
wetlands," ˈwet·ləndz, -lændz"
wetness, ˈwetnəs ˈwetnəs ˈwetnəs
wetsuit, ˈwetsuːt
whack," wæk wæk hwæk, wæk"
whacked, wækt wækt wækt
whacking, ˈwækɪŋ
whale," weɪl hweɪl, weɪl"
whaler, ˈweɪlɚ
whaling, ˈweɪlɪŋ
wham," wæm wæm hwæm, wæm"
whammy, ˈwæmi
whang, wæŋ wæŋ
wharf," wɔːrf hwɔrf, wɔrf"
what," wɑːt wɑːt hwʌt, wʌt, hwɑt, wɑt, hwət, wət hwʌt, wʌt, hwɑt, wɑt, hwət, wət hwʌt, wʌt, hwɑt, wɑt, hwət, wət"
whatever," wɑːˈt̬evɚ wɑːˈt̬evɚ hwʌt̬ˈev·ər, wʌt̬-, hwɑt̬-, wɑt̬- hwʌt̬ˈev·ər, wʌt̬-, hwɑt̬-, wɑt̬-"
whatsoever," ˌwɑːtsoʊˈevɚ ˌhwʌt·soʊˈev·ər, ˌwʌt-, ˌhwɑt-, ˌwɑt-"
wheat," wiːt hwit, wit"
wheel," wiːl wiːl hwil, wil hwil, wil"
wheelbarrow," ˈwiːlˌberoʊ ˈhwilˌbær·oʊ, ˈwil-"
wheelbase, ˈwiːlbeɪs
wheelchair," ˈwiːltʃer ˈhwilˌtʃeər, ˈwil-, -ˌtʃær"
wheeze," wiːz hwiz, wiz"
when," wen wən, hwən"
whence, wens
whenever," wenˈevɚ hwenˈev·ər, wen-, hwən-, wən-"
where," wer wer wer hweər, weər hweər, weər"
whereabouts," ˈwerəbaʊts ˈhweər·əˌbɑʊts, ˈweər-"
whereas," werˈæz hweərˈæz, weər-"
whereby," werˈbaɪ werˈbaɪ hweərˈbɑɪ, weər-"
wherein," werˈɪn hweərˈɪn, weər-"
whereupon," ˌwerəˈpɑːn ˈhweər·əˌpɑn, ˈweər-, -əˌpɔn"
wherever," werˈevɚ werˈevɚ hweərˈev·ər, weər- hweərˈev·ər, weər-"
wherewithal," ˈhweər·wɪðˌɔl, ˈweər-, -wɪθ-"
whet, wet
whether," ˈweðɚ ˈhweð·ər, ˈweð-"
whetstone, ˈwetstoʊn
whew," fhjuː fhjuː fhjuː fhjuː hju, whju, fju"
whey, weɪ
which," wɪtʃ wɪtʃ hwɪtʃ, wɪtʃ"
whichever," wɪˈtʃevɚ hwɪtʃˈev·ər, wɪtʃ-"
whiff," wɪf hwɪf, wɪf"
while," waɪl waɪl waɪl hwɑɪl, wɑɪl"
whim," wɪm hwɪm, wɪm"
whimper," ˈwɪmpɚ ˈhwɪm·pər, ˈwɪm-"
whimsical," ˈwɪmzɪkəl ˈhwɪm·zɪ·kəl, ˈwɪm- ˈhwɪm·zɪ·kəl, ˈwɪm-"
whimsy," ˈwɪmzi ˈwɪmzi ˈwɪmzi ˈhwɪm·zi, ˈwɪm-"
whine," waɪn waɪn hwɑɪn, wɑɪn"
whiner, ˈwaɪnɚ
whiny, ˈwaɪni
whip," wɪp wɪp wɪp wɪp wɪp hwɪp, wɪp hwɪp, wɪp"
whiplash," ˈwɪplæʃ ˈhwɪpˌlæʃ, ˈwɪp-"
whipping," ˈwɪpɪŋ ˈhwɪp·ɪŋ, ˈwɪp-"
whirl," wɝːl hwɜrl, wɜrl"
whirlpool," ˈwɝːlpuːl ˈwɝːlpuːl ˈwɝːlpuːl ˈhwɜrlˌpul, ˈwɜrl- ˈhwɜrlˌpul, ˈwɜrl-"
whirlwind," ˈwɝːlwɪnd ˈhwɜrlˌwɪnd, ˈwɜrl- ˈhwɜrlˌwɪnd, ˈwɜrl-"
whisk," wɪsk wɪsk hwɪsk, wɪsk hwɪsk, wɪsk"
whisker," ˈwɪskɚ ˈhwɪs·kər, ˈwɪs-"
whiskered, ˈwɪskɚd
whiskers," ˈhwɪs·kərz, ˈwɪs-"
whiskey," ˈwɪski ˈhwɪs·ki, ˈwɪs-"
whisky, ˈwɪski
whisper," ˈwɪspɚ ˈwɪspɚ ˈhwɪs·pər, ˈwɪs-"
whisperer, ˈwɪspɚɚ ˈwɪspɚɚ ˈwɪspɚɚ
whistle," ˈwɪsəl ˈwɪsəl ˈwɪsəl ˈhwɪs·əl, ˈwɪs-"
white," waɪt waɪt waɪt waɪt waɪt hwɑɪt, wɑɪt hwɑɪt, wɑɪt"
whitefish, ˈwaɪtfɪʃ
whiten," ˈwaɪt̬ən ˈhwɑɪ·tən, ˈwɑɪ-"
whiteness, ˈwaɪtnəs
whitening, ˈwaɪt̬ənɪŋ
whitewash," ˈwaɪtwɑːʃ ˈwaɪtwɑːʃ ˈwaɪtwɑːʃ ˈhwɑɪtˌwɑʃ, ˈwɑɪt-, -ˌwɔʃ ˈhwɑɪtˌwɑʃ, ˈwɑɪt-, -ˌwɔʃ"
whitewater, ˈwaɪtwɑːt̬ɚ
whitey, ˈwaɪt̬i
whither, ˈwɪðɚ
whiting, ˈwaɪt̬ɪŋ
whitish, ˈwaɪt̬ɪʃ
whittle," ˈwɪt̬əl ˈhwɪt̬·əl, ˈwɪt̬-"
whiz," wɪz hwɪz, wɪz"
who, huː huː huː hu hu
whoa," woʊ woʊ woʊ hwoʊ, woʊ"
whodunit, ˌhuːˈdʌnɪt huˈdʌn·ət
whoever, huːˈevɚ huːˈevɚ huːˈevɚ huˈev·ər huˈev·ər huˈev·ər
whole, hoʊl hoʊl hoʊl hoʊl hoʊl
wholehearted, ˌhoʊlˈhɑːrt̬ɪd ˈhoʊlˈhɑrt̬·ɪd
wholeheartedly, ˌhoʊlˈhɑːrt̬ɪdli
wholeness, ˈhoʊlnəs
wholesale, ˈhoʊlseɪl ˈhoʊlseɪl ˈhoʊlˌseɪl
wholesaler, ˈhoʊlˌseɪlɚ
wholesome, ˈhoʊlsəm ˈhoʊl·səm
wholesomeness, ˈhoʊlsəmnəs
wholly, ˈhoʊlli ˈhoʊl·li
whom, huːm hum hum
whomever, huːˈmevɚ humˈev·ər
whoop," wuːp hwup, wup, hwʊp, wʊp"
whoopee, ˈwuːpi
whoops," wʊps hwʊps, wʊps, wups"
whoosh, wʊʃ wʊʃ
whopper," ˈwɑːpɚ ˈwɑːpɚ ˈhwɑp·ər, ˈwɑp- ˈhwɑp·ər, ˈwɑp-"
whopping, ˈwɑːpɪŋ
whore, hɔːr hɔːr
whorehouse, ˈhɔːrhaʊs
whorl, wɝːl
whose, huːz huz huz
whosoever, ˌhuːsoʊˈevɚ
why," waɪ wɑɪ, hwɑɪ"
wick, wɪk wɪk
wicked, ˈwɪkɪd ˈwɪkɪd ˈwɪkɪd ˈwɪk·ɪd ˈwɪk·ɪd ˈwɪk·ɪd
wickedly, ˈwɪkɪdli ˈwɪkɪdli ˈwɪkɪdli
wickedness, ˈwɪkɪdnəs
wicker, ˈwɪkɚ ˈwɪk·ər
wicket, ˈwɪkɪt ˈwɪkɪt ˈwɪkɪt
wide, waɪd waɪd waɪd wɑɪd wɑɪd wɑɪd
widely, ˈwaɪdli ˈwɑɪd·li
widen, ˈwaɪdən ˈwaɪdən ˈwɑɪ·dən ˈwɑɪ·dən
widespread, ˌwaɪdˈspred ˈwɑɪdˈspred
widget, ˈwɪdʒɪt ˈwɪdʒɪt ˈwɪdʒɪt
widow, ˈwɪdoʊ ˈwɪd·oʊ
widowed, ˈwɪdoʊd ˈwɪd·oʊd
widower, ˈwɪdoʊɚ ˈwɪd·oʊ·ər
width," wɪtθ wɪtθ wɪtθ, wɪdθ"
wield, wiːld wild
wiener, ˈwiːnɚ
wife, waɪf wɑɪf
wig, wɪɡ wɪɡ
wiggle, ˈwɪɡəl ˈwɪɡ·əl
wiggly, ˈwɪɡəli
wight, waɪt
wigwam, ˈwɪɡwæm ˈwɪɡwæm ˈwɪɡ·wɑm
wiki, ˈwɪki ˈwɪk·i
wild, waɪld waɪld waɪld waɪld wɑɪld
wildcat, ˈwaɪldˌkæt
wilderness, ˈwɪldɚnəs ˈwɪldɚnəs ˈwɪl·dər·nəs
wildfire, ˈwaɪldfaɪr ˈwɑɪld·fɑɪər
wildflower," ˈwaɪldˌflaʊɚ ˈwɑɪldˌflɑʊ·ər, -ˌflɑʊər"
wildlife, ˈwaɪldlaɪf ˈwɑɪld·lɑɪf
wildly, ˈwaɪldli ˈwɑɪld·li
wildness, ˈwaɪldnəs ˈwaɪldnəs
wiles, waɪlz wɑɪlz
wilfully, ˈwɪlfəli
will," wɪl wɪl wɪl wɪl wɪl wɪl wɪl wɪl wɪl, wəl wɪl, wəl wɪl, wəl wɪl, wəl wɪl, wəl wɪl, wəl"
willful, ˈwɪlfəl ˈwɪl·fəl
willfully, ˈwɪlfəli
willie, ˈwɪli
willing, ˈwɪlɪŋ ˈwɪl·ɪŋ
willingly, ˈwɪlɪŋli ˈwɪl·ɪŋ·li
willingness, ˈwɪlɪŋnəs
willow, ˈwɪloʊ ˈwɪloʊ
willowy, ˈwɪloʊi ˈwɪl·oʊ·i
willpower, ˈwɪlpaʊɚ ˈwɪlˌpɑʊ·ər
willy, ˈwɪli
wilt, wɪlt wɪlt
wily, ˈwaɪli ˈwɑɪ·li
wimp, wɪmp wɪmp
wimpy, ˈwɪmpi
win, wɪn wɪn wɪn
wince, wɪns wɪns
winch, wɪntʃ wɪntʃ
wind, wɪnd wɪnd wɪnd wɪnd wɪnd wɪnd
windchill," ˈwɪndtʃɪl ˈwɪndˌtʃɪl, ˈwɪn-"
winded, ˈwɪndɪd ˈwɪn·dɪd
winder, ˈwaɪndɚ ˈwaɪndɚ
windfall, ˈwɪndfɑːl ˈwɪndfɑːl ˈwɪndˌfɔl
winding, ˈwaɪndɪŋ ˈwaɪndɪŋ
windlass, ˈwɪndləs
windmill, ˈwɪndmɪl ˈwɪndmɪl ˈwɪndmɪl ˈwɪnd·mɪl
window, ˈwɪndoʊ ˈwɪndoʊ ˈwɪndoʊ ˈwɪndoʊ ˈwɪndoʊ ˈwɪndoʊ ˈwɪn·doʊ ˈwɪn·doʊ ˈwɪn·doʊ ˈwɪn·doʊ
windowless, ˈwɪndoʊləs
windowpane, ˈwɪndoʊpeɪn ˈwɪn·doʊˌpeɪn
windshield, ˈwɪndʃiːld ˈwɪndˌʃild
windswept, ˈwɪndswept ˈwɪndswept ˈwɪndˌswept
windward, ˈwɪndwɚd ˈwɪnd·wərd
windy, ˈwɪndi
wine, waɪn wɑɪn
winery, ˈwaɪnɚi ˈwɑɪ·nə·ri
wing, wɪŋ wɪŋ wɪŋ wɪŋ wɪŋ wɪŋ wɪŋ wɪŋ wɪŋ
winged, wɪŋd wɪŋd
winger, ˈwɪŋɚ
wingman, ˈwɪŋmən ˈwɪŋmən ˈwɪŋmən
wings, wɪŋz
wingspan, ˈwɪŋspæn ˈwɪŋspæn ˈwɪŋˌspæn
wink, wɪŋk wɪŋk wɪŋk
winkle, ˈwɪŋkəl
winnable, ˈwɪnəbəl
winner, ˈwɪnɚ ˈwɪnɚ ˈwɪnɚ ˈwɪn·ər ˈwɪn·ər
winning, ˈwɪnɪŋ ˈwɪnɪŋ ˈwɪn·ɪŋ
winningest, ˈwɪnɪŋɪst
winnings, ˈwɪnɪŋz ˈwɪn·ɪŋz
wino, ˈwaɪnoʊ
winsome, ˈwɪnsəm ˈwɪn·səm
winter, ˈwɪnt̬ɚ ˈwɪn·tər
winterize, ˈwɪnt̬əraɪz 
wintertime, ˈwɪnt̬ɚtaɪm ˈwɪn·tərˌtɑɪm
wintry, ˈwɪntri ˈwɪntri ˈwɪn·tri
wipe, waɪp wɑɪp
wiper, ˈwaɪpɚ ˈwɑɪ·pər
wire, waɪr waɪr waɪr waɪr wɑɪər wɑɪər
wired, waɪrd waɪrd waɪrd waɪrd
wireless, ˈwaɪrləs ˈwɑɪər·ləs
wiretap, ˈwaɪrtæp ˈwɑɪərˌtæp
wiretapping, ˈwaɪrˌtæpɪŋ
wiring, ˈwaɪrɪŋ ˈwɑɪər·ɪŋ
wiry, ˈwaɪri ˈwaɪri ˈwɑɪər·i ˈwɑɪər·i
wisdom, ˈwɪzdəm ˈwɪz·dəm ˈwɪz·dəm
wise, waɪz wɑɪz
wisecrack, ˈwaɪzkræk ˈwɑɪzˌkræk
wisecracking, ˈwaɪzkrækɪŋ
wisely, ˈwaɪzli
wish, wɪʃ wɪʃ wɪʃ wɪʃ wɪʃ wɪʃ wɪʃ wɪʃ wɪʃ wɪʃ wɪʃ
wishbone, ˈwɪʃboʊn
wishes, ˈwɪʃ·əz
wishful, ˈwɪʃfəl
wisp, wɪsp
wispy, ˈwɪspi
wistful, ˈwɪstfəl ˈwɪst·fəl
wistfully, ˈwɪstfəli
wistfulness, ˈwɪstfəlnəs
wit, wɪt wɪt wɪt
witch, wɪtʃ wɪtʃ wɪtʃ
witchcraft, ˈwɪtʃkræft ˈwɪtʃˌkræft
with," wɪð wɪð wɪð wɪð wɪð wɪð wɪð wɪð wɪð wɪð wɪð wɪð wɪð wɪð wɪð wɪð wɪð wɪθ, wɪð wɪθ, wɪð wɪθ, wɪð wɪθ, wɪð wɪθ, wɪð wɪθ, wɪð wɪθ, wɪð wɪθ, wɪð wɪθ, wɪð wɪθ, wɪð"
withdraw," wɪðˈdrɑː wɪðˈdrɑː wɪθˈdrɔ, wɪð-"
withdrawal," wɪðˈdrɑːəl wɪðˈdrɑːəl wɪðˈdrɑːəl wɪðˈdrɑːəl wɪθˈdrɔ·əl, wɪð- wɪθˈdrɔ·əl, wɪð-"
withdrawn," wɪðˈdrɑːn wɪθˈdrɔn, wɪð-"
wither, ˈwɪðɚ ˈwɪðɚ ˈwɪð·ər
withered, ˈwɪðɚd ˈwɪðɚd
withering, ˈwɪðɚɪŋ ˈwɪðɚɪŋ ˈwɪð·ər·ɪŋ
withers, ˈwɪðɚz
withhold," wɪðˈhoʊld wɪθˈhoʊld, wɪð-"
within," wɪˈðɪn wɪˈðɪn wɪθˈɪn, wɪð-"
without," wɪˈðaʊt wɪθˈɑʊt, wɪð-"
withstand," wɪðˈstænd wɪθˈstænd, wɪð-"
witless, ˈwɪtləs
witness, ˈwɪtnəs ˈwɪtnəs ˈwɪtnəs ˈwɪt·nəs ˈwɪt·nəs ˈwɪt·nəs ˈwɪt·nəs
wits, wɪts
witter, ˈwɪt̬ɚ
wittily, ˈwɪt̬əli
witty, ˈwɪt̬i ˈwɪt̬·i
wives, waɪvz wɑɪvz
wiz, wɪz wɪz
wizard, ˈwɪzɚd ˈwɪzɚd ˈwɪzɚd ˈwɪz·ərd ˈwɪz·ərd
wizardry, ˈwɪzɚdri ˈwɪzɚdri
wizened, ˈwɪzənd ˈwɪz·ənd
